lemma,upos,lexical_class
вычет,NOUN,everyday
вычисление,NOUN,specialized
вычёсывать,VERB,everyday
выявление,NOUN,general
выяснить,VERB,general
выясниться,VERB,general
выяснять,VERB,general
вязать,VERB,everyday
вяло,ADV,everyday
гавайский,ADJ,specialized
гавайя,PROPN,specialized
гавань,NOUN,specialized
гагарин,PROPN,general
гадать,VERB,general
гаджет,NOUN,general
газ,NOUN,general
газета,NOUN,general
газовый,ADJ,everyday
газон,NOUN,everyday
гайдай,PROPN,everyday
галактика,NOUN,specialized
галерея,NOUN,general
галина,PROPN,general
галлий,NOUN,specialized
галочка,NOUN,general
галстук,NOUN,everyday
гамма,NOUN,specialized
гарантийный,ADJ,everyday
гарантированно,ADV,everyday
гарантия,NOUN,general
гардероб,NOUN,everyday
гармонь,NOUN,specialized
гаснуть,VERB,everyday
гвинея,PROPN,specialized
гвоздик,NOUN,everyday
где,ADV,general
где-нибудь,ADV,everyday
где-то,ADV,general
гегель,PROPN,specialized
гедонистический,ADJ,specialized
гейзер,NOUN,everyday
гелиоцентрический,ADJ,specialized
ген,NOUN,specialized
генеральный,ADJ,everyday
генеративный,ADJ,general
генератор,NOUN,specialized
генерировать,VERB,general
генетика,NOUN,specialized
генетический,ADJ,specialized
геном,NOUN,specialized
генрих,PROPN,specialized
географически,ADV,specialized
географический,ADJ,specialized
география,NOUN,general
геологический,ADJ,specialized
геометрический,ADJ,specialized
геометрия,NOUN,general
геополитический,ADJ,general
георадар,NOUN,specialized
георг,PROPN,everyday
георгий,PROPN,everyday
германий,NOUN,specialized
германия,PROPN,general
героиня,NOUN,everyday
герой,NOUN,general
геройствовать,VERB,everyday
герц,NOUN,specialized
гибель,NOUN,general
гибкий,ADJ,general
гибкость,NOUN,general
гибридный,ADJ,general
гидроэлектростанция,NOUN,general
гильдия,PROPN,general
гимназия,NOUN,specialized
гимнаст,NOUN,everyday
гимнастика,NOUN,everyday
гион,PROPN,everyday
гипермаркет,NOUN,everyday
гипотеза,NOUN,specialized
гипс,NOUN,everyday
гирлянда,NOUN,general
гиссарлык,PROPN,specialized
гитара,NOUN,everyday
глава,NOUN,everyday
главлит,PROPN,specialized
главное,NOUN,general
главный,ADJ,general
глаголица,NOUN,specialized
гладкий,ADJ,general
глажка,NOUN,everyday
глаз,NOUN,general
глазурь,NOUN,general
глиняный,ADJ,specialized
глобализация,NOUN,general
глобальный,ADJ,general
глотать,VERB,general
глохнуть,VERB,everyday
глубина,NOUN,general
глубинный,ADJ,specialized
глубокий,ADJ,general
глубоко,ADV,general
глупец,NOUN,specialized
глупость,NOUN,everyday
глупый,ADJ,general
глухой,ADJ,specialized
глютен,NOUN,everyday
глядеть,VERB,general
гнев,NOUN,general
гнездование,NOUN,everyday
говор,NOUN,specialized
говорить,VERB,general
говядина,NOUN,everyday
гоголь,PROPN,specialized
год,NOUN,general
годичный,ADJ,specialized
годовой,ADJ,general
годовщина,NOUN,everyday
гол,NOUN,everyday
голова,NOUN,general
головной,ADJ,general
голодать,VERB,general
голодный,ADJ,everyday
голос,NOUN,general
голосование,NOUN,everyday
голосовать,VERB,everyday
голосовой,ADJ,everyday
голубика,NOUN,everyday
голубоватый,ADJ,everyday
голубой,ADJ,general
голубь,NOUN,everyday
голый,ADJ,everyday
голь,NOUN,everyday
гомеровский,ADJ,specialized
гонка,NOUN,general
гонорар,NOUN,everyday
гончарный,ADJ,general
гора,NOUN,everyday
гораздо,ADV,general
гордиться,VERB,everyday
горелка,NOUN,everyday
гореть,VERB,everyday
горизонт,NOUN,general
горка,NOUN,everyday
горло,NOUN,general
горный,ADJ,specialized
город,NOUN,general
городок,NOUN,general
городской,ADJ,general
горожанин,NOUN,general
горох,NOUN,everyday
горчица,NOUN,everyday
горшок,NOUN,everyday
горьковатый,ADJ,everyday
горячий,ADJ,everyday
госавтоинспекция,PROPN,everyday
госпошлина,NOUN,everyday
гостиная,NOUN,everyday
гостиница,NOUN,everyday
гость,NOUN,everyday
государственный,ADJ,general
государство,NOUN,general
госуслуга,NOUN,everyday
госуслуга,PROPN,everyday
готовить,VERB,everyday
готовиться,VERB,general
готовка,NOUN,everyday
готовность,NOUN,general
готовый,ADJ,general
градус,NOUN,everyday
гражданин,NOUN,general
гражданский,ADJ,general
грамм,NOUN,everyday
грамматика,NOUN,specialized
грамматический,ADJ,specialized
грамота,NOUN,specialized
грамотность,NOUN,general
гран-пал,PROPN,general
граница,NOUN,general
грань,NOUN,specialized
графа,NOUN,everyday
график,NOUN,general
графический,ADJ,specialized
гребенщиков,PROPN,specialized
гребень,NOUN,everyday
гренландия,PROPN,specialized
гренок,NOUN,everyday
греть,VERB,everyday
греться,VERB,everyday
греция,PROPN,general
греческий,ADJ,specialized
гречка,NOUN,everyday
гречневый,ADJ,everyday
гриб,NOUN,everyday
григорианский,ADJ,specialized
григорий,PROPN,general
гриль,NOUN,everyday
гроб,NOUN,specialized
гроза,NOUN,general
грозный,PROPN,everyday
гром,NOUN,specialized
громкий,ADJ,general
громко,ADV,everyday
грохот,NOUN,everyday
грубо,ADV,general
грубоватый,ADJ,everyday
грубость,NOUN,everyday
грубый,ADJ,general
груда,NOUN,general
грудь,NOUN,general
груз,NOUN,general
грузинский,ADJ,everyday
грузиться,VERB,everyday
грузовик,NOUN,everyday
грузовой,ADJ,specialized
грузоперевозка,NOUN,general
грузчик,NOUN,everyday
грунт,NOUN,specialized
группа,NOUN,general
группировать,VERB,everyday
групповой,ADJ,specialized
грустить,VERB,general
грустный,ADJ,general
грядка,NOUN,everyday
грязный,ADJ,specialized
губа,NOUN,everyday
гудеть,VERB,everyday
гудок,NOUN,everyday
гул,NOUN,everyday
гулянье,NOUN,everyday
гулять,VERB,everyday
гуманитарный,ADJ,general
густой,ADJ,everyday
гусь,NOUN,everyday
гутенберг,PROPN,specialized
гуттман,PROPN,everyday
да,CCONJ,general
да,PART,general
да-да,INTJ,everyday
давать,VERB,general
давка,NOUN,everyday
давление,NOUN,general
давний,ADJ,specialized
давно,ADV,general
давность,NOUN,specialized
даже,PART,general
далее,ADV,everyday
далеко,ADV,general
даль,NOUN,everyday
дальнейший,ADJ,specialized
дальний,ADJ,general
дальность,NOUN,everyday
даля,PROPN,everyday
далёкий,ADJ,general
данелия,PROPN,everyday
данность,NOUN,specialized
данные,NOUN,general
данный,ADJ,general
дань,NOUN,specialized
дар,NOUN,general
дарить,VERB,everyday
дата,NOUN,general
дата,PROPN,general
датировать,VERB,specialized
датировка,NOUN,specialized
датчик,NOUN,everyday
дать,VERB,general
даться,VERB,general
дача,NOUN,everyday
дачный,ADJ,everyday
два,NUM,general
двадцатилетний,ADJ,everyday
двадцатый,ADJ,general
двадцать,NUM,general
дважды,ADV,general
двенадцатый,ADJ,general
двенадцать,NUM,general
дверца,NOUN,everyday
дверь,NOUN,everyday
двести,NUM,general
двигатель,NOUN,everyday
двигаться,VERB,general
движение,NOUN,general
двое,NUM,general
двойка,NOUN,general
двойной,ADJ,general
двор,NOUN,everyday
дворец,NOUN,general
дворник,NOUN,everyday
дворянин,NOUN,specialized
